,loss
0,0.013533351011574268
1,0.00815492868423462
2,0.006614323705434799
3,0.005955657921731472
4,0.0048144212923944
5,0.004801332484930754
6,0.004283344838768244
7,0.004437116906046867
8,0.004307356663048267
9,0.004220397211611271
10,0.004542896524071693
11,0.003975695930421352
12,0.003578062867745757
13,0.0039123655296862125
14,0.0038635239470750093
15,0.003261313773691654
16,0.003237383672967553
17,0.003379745874553919
18,0.0033965494949370623
19,0.0033569554798305035
20,0.0030997805297374725
21,0.003366476856172085
22,0.0030243387445807457
23,0.002824352355673909
24,0.0029989711474627256
